Institute,Academic Program Name,Quota,Seat Type,Gender,Round 1 - Closing Rank,Round 2 - Closing Rank,Round 3 - Closing Rank,Round 4 - Closing Rank,Round 5 - Closing Rank
National Institute of Technical Teachers Training and Research Bhopal,"ROBOTICS & AUTOMATION (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4827,4827,4827,4827,4827
Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,48515,55944,59388,59533,63803
Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1861,2903,2998,2998,2998
Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7301,8881,9090,9090,10655
Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17023,20394,21230,22827,24094
Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8774,10103,10395,10395,10798
Central University of Karnataka,"Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3997,3997,3997,3997,3997
Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,65208,73270,79223,83067,85529
Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2804,3032,3032,3032,3032
Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,10657,11180,12474,12899,13010
Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,22979,24813,27099,28723,29568
Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10681,11877,11948,11948,12561
Central University of Karnataka,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4306,5019,5019,5019,5019
Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,60028,67159,68355,70918,73957
Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1955,2916,3368,3368,3368
Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,9647,10604,11119,11154,11154
Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,20867,24021,25240,26618,27278
Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,9786,11449,11777,11787,12149
Central University of Karnataka,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3746,4826,4826,4826,4826
Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,54057,59407,66451,67555,70672
Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2998,2998,4001,,
Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,9015,10815,11903,11903,11903
Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,19733,22827,24299,25648,26242
Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,11148,12105,12426,12783,12783
Central University of Karnataka,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4847,5111,5111,5111,5111
"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,58191,64995,70814,72587,76333
"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2524,2524,2709,2709,2709
"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,9631,10854,11508,11640,12465
"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,23656,26332,28442,28934,30103
"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1355,1884,1884,1884,
"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,11287,12349,12644,12644,13226
"National Institute of Electronics and Information Technology, Agartala","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4977,5732,5818,6035,6035
"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,59534,72232,73251,73251,75595
"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2414,2902,3638,3638,3638
"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,9730,11874,11917,12297,12344
"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,22018,24973,26821,26821,27473
"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,10798,11697,11885,11885,12314
"National Institute of Electronics and Information Technology, Aizawl","Computer Science and Engineering (Artificial Intelligence and Machine Learning) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4092,5181,5807,5807,6116
"National Institute of Electronics and Information Technology, Aizawl","Internet of Things (IoT) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,77686,84577,95248,98801,104993
"National Institute of Electronics and Information Technology, Aizawl","Internet of Things (IoT) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3962,,,,
"National Institute of Electronics and Information Technology, Aizawl","Internet of Things (IoT) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,12837,14259,14902,15823,16382
"National Institute of Electronics and Information Technology, Aizawl","Internet of Things (IoT) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,29853,33642,35709,37754,39982
"National Institute of Electronics and Information Technology, Aizawl","Internet of Things (IoT) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,13760,14605,15993,16199,16242
"National Institute of Electronics and Information Technology, Aizawl","Internet of Things (IoT) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,7050,7783,8172,8389,8480
"National Institute of Electronics and Information Technology, Imphal","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,72100,78937,84651,86461,92700
"National Institute of Electronics and Information Technology, Imphal","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2612,3734,,,
"National Institute of Electronics and Information Technology, Imphal","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,11666,13078,13928,14544,15296
"National Institute of Electronics and Information Technology, Imphal","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,26839,30139,32290,33642,35826
"National Institute of Electronics and Information Technology, Imphal","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,12511,14486,15150,15302,15552
"National Institute of Electronics and Information Technology, Imphal","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5335,6174,7765,7826,7826
"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,19523,20938,20967,20967,21373
"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,349,470,470,470,470
"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3181,4296,4296,4296,4296
"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,9406,11827,11827,11827,12214
"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4903,5931,6399,6399,6399
"National Institute of Electronics and Information Technology, Calicut","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1935,2169,2169,2169,2300
"National Institute of Electronics and Information Technology, Kohima","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,70051,79538,85936,87231,93333
"National Institute of Electronics and Information Technology, Kohima","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,3204,3204,3204,3204,3204
"National Institute of Electronics and Information Technology, Kohima","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,11757,12966,13471,14527,14688
"National Institute of Electronics and Information Technology, Kohima","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,27651,30658,32326,33788,35586
