Institute_Type,College_Code,College_Name,CAP_Seats,Choice_Code,Course_Name,SI,MS_Seats,Minority_Seats,All_India,Institute_Seats,Orphan,Row_Type,OPEN_G,OPEN_L,SC_G,SC_L,ST_G,ST_L,VJ/DT_G,VJ/DT_L,NTB_G,NTB_L,NTC_G,NTC_L,NTD_G,NTD_L,OBC_G,OBC_L,SEBC_G,SEBC_L,Total_G+L
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417424610,Information Technology,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417424610,Information Technology,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417424610,Information Technology,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426010,Computer Science and Engineering (Cyber Security),60,14,31,3,12,0,State Level,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426010,Computer Science and Engineering (Cyber Security),60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426010,Computer Science and Engineering (Cyber Security),60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426010,Computer Science and Engineering (Cyber Security),60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426210,Computer Science and Business Systems,60,14,31,3,12,0,State Level,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426210,Computer Science and Business Systems,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426210,Computer Science and Business Systems,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426210,Computer Science and Business Systems,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426510,Industrial IoT,60,14,31,3,12,0,State Level,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426510,Industrial IoT,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426510,Industrial IoT,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426510,Industrial IoT,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426610,Robotics and Artificial Intelligence,60,14,31,3,12,0,State Level,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426610,Robotics and Artificial Intelligence,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426610,Robotics and Artificial Intelligence,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417426610,Robotics and Artificial Intelligence,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417429310,Electrical Engineering,60,14,31,3,12,0,State Level,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417429310,Electrical Engineering,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417429310,Electrical Engineering,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417429310,Electrical Engineering,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417437210,Electronics and Telecommunication Engg,60,14,31,3,12,0,State Level,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417437210,Electronics and Telecommunication Engg,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417437210,Electronics and Telecommunication Engg,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417437210,Electronics and Telecommunication Engg,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417461210,Mechanical Engineering,60,14,31,3,12,0,State Level,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417461210,Mechanical Engineering,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417461210,Mechanical Engineering,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417461210,Mechanical Engineering,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417491210,Computer Science and Engineering(Data Science),60,14,31,3,12,0,State Level,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417491210,Computer Science and Engineering(Data Science),60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417491210,Computer Science and Engineering(Data Science),60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417491210,Computer Science and Engineering(Data Science),60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417499710,Artificial Intelligence,60,14,31,3,12,0,State Level,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417499710,Artificial Intelligence,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417499710,Artificial Intelligence,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Religious Minority - Christian,04174,"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",48,0417499710,Artificial Intelligence,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",120,0417719110,Civil Engineering,120,50,61,9,0,0,State Level,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",120,0417719110,Civil Engineering,120,50,61,9,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",120,0417719110,Civil Engineering,120,50,61,9,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",120,0417719110,Civil Engineering,120,50,61,9,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",216,0417724210,Computer Science and Engineering,240,80,122,14,24,0,State Level,56,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",216,0417724210,Computer Science and Engineering,240,80,122,14,24,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",216,0417724210,Computer Science and Engineering,240,80,122,14,24,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",216,0417724210,Computer Science and Engineering,240,80,122,14,24,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",48,0417724610,Information Technology,60,14,31,3,12,0,State Level,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",48,0417724610,Information Technology,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",48,0417724610,Information Technology,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",48,0417724610,Information Technology,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417729310,Electrical Engineering,60,25,31,4,0,0,State Level,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417729310,Electrical Engineering,60,25,31,4,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417729310,Electrical Engineering,60,25,31,4,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417729310,Electrical Engineering,60,25,31,4,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417737010,Electronics and Communication Engineering,60,25,31,4,0,0,State Level,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417737010,Electronics and Communication Engineering,60,25,31,4,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417737010,Electronics and Communication Engineering,60,25,31,4,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417737010,Electronics and Communication Engineering,60,25,31,4,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",54,0417737210,Electronics and Telecommunication Engg,60,20,31,3,6,0,State Level,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",54,0417737210,Electronics and Telecommunication Engg,60,20,31,3,6,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",54,0417737210,Electronics and Telecommunication Engg,60,20,31,3,6,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",54,0417737210,Electronics and Telecommunication Engg,60,20,31,3,6,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417761210,Mechanical Engineering,60,25,31,4,0,0,State Level,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417761210,Mechanical Engineering,60,25,31,4,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417761210,Mechanical Engineering,60,25,31,4,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",60,0417761210,Mechanical Engineering,60,25,31,4,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",48,0417799710,Artificial Intelligence,60,14,31,3,12,0,State Level,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",48,0417799710,Artificial Intelligence,60,14,31,3,12,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",48,0417799710,Artificial Intelligence,60,14,31,3,12,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04177,"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",48,0417799710,Artificial Intelligence,60,14,31,3,12,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419324210,Computer Science and Engineering,60,25,31,4,0,0,State Level,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419324210,Computer Science and Engineering,60,25,31,4,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419324210,Computer Science and Engineering,60,25,31,4,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419324210,Computer Science and Engineering,60,25,31,4,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419329310,Electrical Engineering,60,25,31,4,0,0,State Level,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419329310,Electrical Engineering,60,25,31,4,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419329310,Electrical Engineering,60,25,31,4,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419329310,Electrical Engineering,60,25,31,4,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419337010,Electronics and Communication Engineering,60,25,31,4,0,0,State Level,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419337010,Electronics and Communication Engineering,60,25,31,4,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419337010,Electronics and Communication Engineering,60,25,31,4,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419337010,Electronics and Communication Engineering,60,25,31,4,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419361210,Mechanical Engineering,60,25,31,4,0,0,State Level,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419361210,Mechanical Engineering,60,25,31,4,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419361210,Mechanical Engineering,60,25,31,4,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419361210,Mechanical Engineering,60,25,31,4,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),60,25,31,4,0,0,State Level,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),60,25,31,4,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),60,25,31,4,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419391110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),60,25,31,4,0,0,EWS,,,,,,,,,,,,,,,,,,,0
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419391210,Computer Science and Engineering(Data Science),60,25,31,4,0,0,State Level,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419391210,Computer Science and Engineering(Data Science),60,25,31,4,0,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Un-Aided Autonomous Linguistic Minority - Hindi,04193,"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",60,0419391210,Computer Science and Engineering(Data Science),60,25,31,4,0,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
